study_id,site_id,core_id,method_id,depth_min,depth_max,cs137_activity,cs137_activity_se,is_peak,max_core_depth,rank,depth_rank,date,mean_cs,sd_cs,z_score,p_value_overall,index,n_dates,upper_p,lower_p,min_possible_peak_depth,max_possible_peak_depth,sig_level,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,geomorphic_id,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,high_accretion,low_accretion,age_min,age_max,depth_med,age_mean,age_sd
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,single set of methods,16,17,3.3121,0.1348,1,40,1,1,1963,1.0449135135135135,1.1953361037168588,1.8966937244150357,0.02893418622707722,8,21,4.5296867078446504e-6,3.679037475821774e-15,16,17,3,2015,6,19,NA,41.96033,-70.05624,3,handheld,Garmin GPSMAP 76Cx unit,0.398,"NAVD88",0.05,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,64,0.3269230769230769,0.3076923076923077,1966.0588235294117,1959.75,16.5,1962.9044117647059,1.8212004814878482
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,single set of methods,8,9,3.1766,0.1306,1,36,1,1,1963,1.0449135135135135,1.1953361037168588,1.7833364857449523,0.037265772759156324,2,24,1.4300279258520285e-7,0.010627158139616837,8,9,3,2015,6,19,NA,41.96022,-70.0564,3,handheld,Garmin GPSMAP 76Cx unit,0.396,"NAVD88",0.05,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,68,0.17307692307692307,0.15384615384615385,1968.7777777777778,1956.5,8.5,1962.638888888889,3.5442891525252174
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,24,25,5.5867000000000004,0.157,1,54,1,1,1963,1.0449135135135135,1.1953361037168588,3.799589481455424,7.246798707838398e-5,6,20,0.3126251403373374,1.7083920838940471e-15,24,25,2,2017,10,27,NA,41.93744,-70.05544,3,handheld,Garmin GPSMAP 76Cx unit,0.063,"NAVD88",0.05,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,56,0.46296296296296297,0.4444444444444444,1965.16,1960.75,24.5,1962.955,1.2730573435631485
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNA,single set of methods,14,15,0.1609,0.0159,1,25,1,1,1963,1.0163511627906976,1.2877687180272581,-0.6642894417416577,0.746747461335512,5,9,0.005457745879292109,5.669170119576842e-7,14,16,2,2016,6,28,NA,41.93228,-70.02808,3,handheld,Garmin GPSMAP 76Cx unit,1.153,"NAVD88",0.05,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,68,0.3018867924528302,0.2641509433962264,1969.625,1955.4285714285713,15,1962.5267857142858,4.098155928622818
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYNB,single set of methods,14,15,0.1631,0.0203,1,20,1,1,1963,1.0163511627906976,1.2877687180272581,-0.6625810604390197,0.7462005482881253,5,9,0.7350202211311958,0.06152699024443563,14,15,0,2016,6,28,NA,41.93243,-70.02815,3,handheld,Garmin GPSMAP 76Cx unit,0.612,"NAVD88",0.05,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,70,0.2830188679245283,0.2641509433962264,1966.5333333333333,1959.2142857142858,14.5,1962.8738095238095,2.1128270565343885
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYURA,single set of methods,28,29,3.8949,0.201,1,66,1,1,1963,1.0163511627906976,1.2877687180272581,2.23529955100864,0.01269884476550065,5,11,3.776268032134252e-14,0.03526895433065709,28,29,3,2016,6,28,NA,41.9328,-70.03253,3,handheld,Garmin GPSMAP 76Cx unit,-0.149,"NAVD88",0.05,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,66,0.5471698113207547,0.5283018867924528,1964.8275862068965,1961.107142857143,28.5,1962.9673645320197,1.0739994847425036
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYURB,single set of methods,15,16,4.726,0.1389,1,64,1,1,1963,1.0163511627906976,1.2877687180272581,2.8806794149279686,0.001984095160578736,6,14,2.6099469980152145e-5,4.186380511327877e-13,15,16,3,2016,6,28,NA,41.93275,-70.03252,3,handheld,Garmin GPSMAP 76Cx unit,-0.038,"NAVD88",0.05,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,64,0.3018867924528302,0.2830188679245283,1966.3125,1959.4666666666667,15.5,1962.8895833333333,1.9762218589136478
Peck_et_al_2020,Alsea,ABOR1309_01PU,single set of methods,10,12,6.25,0.15,1,38,1,1,1963,0.8047863247863248,1.0646376790360863,5.114616721196383,1.57189322225193e-7,6,11,6.197010118201093e-47,0.22011185317251586,10,12,2,2013,9,25,Abbreviated core ID: AL-01,44.4303,-124.0293,NA,handheld,NA,2.29,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,NA,B1,NA,90,0.24,0.2,1971.3333333333333,1953,11,1962.1666666666665,5.292377467571548
Peck_et_al_2020,Alsea,ABOR1309_02PU,single set of methods,8,10,4.48,0.12,1,24,1,1,1963,0.8047863247863248,1.0646376790360863,3.452079282541627,2.7814212309962283e-4,5,10,2.4470604307860716e-36,2.413163857994434e-71,8,10,3,2013,9,25,Abbreviated core ID: AL-02,44.4311,-124.0286,NA,handheld,NA,2.47,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,NA,B1,NA,50,0.2,0.16,1973,1950.5,9,1961.75,6.49519052838329
Peck_et_al_2020,Alsea,ABOR1309_03PU,single set of methods,10,12,6.08,0.14,1,32,1,1,1963,0.8047863247863248,1.0646376790360863,4.954937984150446,3.6176681139643563e-7,6,11,1.4803626635708832e-39,1.899872274547401e-105,10,12,3,2013,9,25,Abbreviated core ID: AL-03,44.431,-124.0278,NA,handheld,NA,2.48,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,NA,B1,NA,50,0.24,0.2,1971.3333333333333,1953,11,1962.1666666666665,5.292377467571548
Peck_et_al_2020,Alsea,ABOR1309_04PU,single set of methods,8,10,4.25,0.08,1,44,1,1,1963,0.8047863247863248,1.0646376790360863,3.2360433441853584,6.059948948232696e-4,5,15,4.0416988549513275e-53,0.011364621335864973,8,10,3,2013,9,25,Abbreviated core ID: AL-04,44.4321,-124.0278,NA,handheld,NA,2.56,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,NA,B1,NA,50,0.2,0.16,1973,1950.5,9,1961.75,6.49519052838329
Peck_et_al_2020,Alsea,ABOR1702_01PU,single set of methods,12,14,4.9,0.16,1,30,1,1,1963,0.8047863247863248,1.0646376790360863,3.846579691713942,5.988909202991888e-5,7,13,2.3482822334189246e-6,4.99854008003973e-31,12,14,3,2017,2,17,Abbreviated core ID: AB01,44.42655,-124.03931,NA,RTK,NA,2.47,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,123,0.25925925925925924,0.2222222222222222,1970.7142857142858,1954,13,1962.357142857143,4.8249986782276055
Peck_et_al_2020,Alsea,ABOR1702_02PU,single set of methods,32,34,1.97,0.1,1,50,1,1,1963,0.8047863247863248,1.0646376790360863,1.0944696943927905,0.13687451590409283,17,19,0.0052712391495616595,0.474072417482353,32,34,1,2017,2,17,Abbreviated core ID: AB02,44.42834,-124.04073,NA,RTK,NA,2.15,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.6296296296296297,0.5925925925925926,1966.1764705882354,1959.625,33,1962.9007352941176,1.8912466538528008
Peck_et_al_2020,Alsea,ABOR1702_03PU,single set of methods,46,48,0.66,0.07,1,72,1,1,1963,0.8047863247863248,1.0646376790360863,-0.1359958675494306,0.5540877260840031,22,30,0.14331468619059623,0.001022722045791852,46,48,1,2017,2,17,Abbreviated core ID: AB03,44.4292,-124.04055,NA,RTK,NA,1.42,"NAVD88",NA,RTK,NA,NA,NA,NA,mudflat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,unvegetated,C2,B1,A1,72,0.8888888888888888,0.8518518518518519,1965.25,1960.6521739130435,47,1962.9510869565217,1.32727806449571
Peck_et_al_2020,Alsea,ABOR1702_05PU,single set of methods,8,10,3.42,0.15,1,22,1,1,1963,0.8047863247863248,1.0646376790360863,2.4564353927257834,0.007016151569941842,5,9,0.01015977158945124,2.9655121491273047e-7,8,10,3,2017,2,17,Abbreviated core ID: AB05,44.4238,-124.03346,NA,RTK,NA,2.32,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.18518518518518517,0.14814814814814814,1973.8,1949.5,9,1961.65,7.01480577065394
Peck_et_al_2020,Alsea,ABOR1702_06PU,single set of methods,9,11,4.48,0.13,1,35,1,1,1963,0.8047863247863248,1.0646376790360863,3.452079282541627,2.7814212309962283e-4,5,15,2.4355615570714842e-21,6.826243149473343e-61,9,11,3,2017,2,17,Abbreviated core ID: AB06,44.42208,-124.03351,NA,RTK,NA,2.54,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,51,0.2037037037037037,0.16666666666666666,1972.8181818181818,1951,10,1961.909090909091,6.298366572977717
Peck_et_al_2020,Alsea,ABOR1702_07PU,single set of methods,12,14,4.12,0.13,1,30,1,1,1963,0.8047863247863248,1.0646376790360863,3.113936074679642,9.230474123943511e-4,7,12,1.6377968963196513e-10,1.960883859207699e-16,12,14,3,2017,2,18,Abbreviated core ID: AB07,44.42008,-124.01397,NA,RTK,NA,2.49,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.25925925925925924,0.2222222222222222,1970.7142857142858,1954,13,1962.357142857143,4.8249986782276055
Peck_et_al_2020,Alsea,ABOR1702_08PU,single set of methods,6,8,0.76,0.09,1,90,1,1,1963,0.8047863247863248,1.0646376790360863,-0.04206719869887939,0.5167774356705311,4,41,0.7488992882678293,0.2576723608484917,6,8,0,2017,2,18,Abbreviated core ID: AB08,44.42109,-124.01403,NA,RTK,NA,2.03,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,90,0.14814814814814814,0.1111111111111111,1976.5,1945,7,1960.75,9.093266739736606
Peck_et_al_2020,Alsea,ABOR1702_09PU,single set of methods,110,112,1.1,0.13,1,128,1,1,1963,0.8047863247863248,1.0646376790360863,0.2772902753929949,0.39077861301427086,40,44,0.01671555175328035,0.18991055109680777,108,114,1,2017,2,18,Abbreviated core ID: AB09,44.42109,-124.0142,NA,RTK,NA,1.66,"NAVD88",NA,RTK,NA,NA,NA,NA,mudflat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,unvegetated,C2,B1,A1,128,2.111111111111111,2,1965.842105263158,1960,111,1962.921052631579,1.686470523159177
Peck_et_al_2020,Coquille,CMOR1706_01PU,single set of methods,16,18,3.58,0.14,1,28,1,1,1963,1.3925972038904109,2.2087055172407752,0.9903551102829687,0.16100028923932574,9,12,9.546246710141881e-34,2.464826147622094e-18,16,18,2,2017,6,2,Abbreviated core ID: CM01,43.1454,-124.39635,NA,RTK,NA,2.22,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,mid,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.3333333333333333,0.2962962962962963,1969,1956.25,17,1962.625,3.680607966083864
Peck_et_al_2020,Coquille,CMOR1706_02PU,single set of methods,14,16,10.89,0.48,1,32,1,1,1963,1.3925972038904109,2.2087055172407752,4.2999859972162415,8.540445087246162e-6,5,8,1.1101124121631416e-6,1.5181056319896153e-25,14,16,3,2017,6,2,Abbreviated core ID: CM02,43.14415,-124.39651,NA,RTK,NA,2.44,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,73,0.2962962962962963,0.25925925925925924,1969.75,1955.2857142857142,15,1962.517857142857,4.1754796253892765
Peck_et_al_2020,Coquille,CMOR1706_03PU,single set of methods,10,12,9.025002521,0.251760661,1,22,1,1,1963,1.3925972038904109,2.2087055172407752,3.4556011462516603,2.745335710654384e-4,6,8,8.036665693872134e-31,3.0997887476341394e-85,10,12,3,2017,6,2,Abbreviated core ID: CM03,43.14116,-124.40072,NA,RTK,NA,2.35,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.2222222222222222,0.18518518518518517,1972,1952.2,11,1962.1,5.715767664977282
Peck_et_al_2020,Coquille,CMOR1706_04PU,single set of methods,8,10,4.05,0.18,1,24,1,1,1963,1.3925972038904109,2.2087055172407752,1.203149435434629,0.11445924900520221,5,7,0.09202217334511449,7.838291597625075e-8,8,10,1,2017,6,2,Abbreviated core ID: CM04,43.14249,-124.40153,NA,RTK,NA,2.28,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.18518518518518517,0.14814814814814814,1973.8,1949.5,9,1961.65,7.01480577065394
Peck_et_al_2020,Coquille,CMOR1706_08PU,single set of methods,10,12,3.98,0.11,1,28,1,1,1963,1.3925972038904109,2.2087055172407752,1.1714566636035306,0.12070763370348703,6,9,0.03406110447293835,2.3083711279086124e-82,10,12,2,2017,6,3,Abbreviated core ID: CM08,43.13018,-124.40729,NA,RTK,NA,2.11,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,mid,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.2222222222222222,0.18518518518518517,1972,1952.2,11,1962.1,5.715767664977282
Peck_et_al_2020,Coquille,CMOR1706_09PU,single set of methods,16,18,0.19,0.04,1,32,1,1,1963,1.3925972038904109,2.2087055172407752,-0.5444805541087955,0.7069445868101976,3,8,0.31244288076468585,0.31244288076468585,16,18,0,2017,6,3,Abbreviated core ID: CM09,43.13409,-124.40674,NA,RTK,NA,1.66,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.3333333333333333,0.2962962962962963,1969,1956.25,17,1962.625,3.680607966083864
Peck_et_al_2020,Coquille,CMOR1706_10PU,single set of methods,10,12,0.55,0.08,1,22,1,1,1963,1.3925972038904109,2.2087055172407752,-0.3814891561202895,0.6485798419380123,5,7,0.7257985062661446,0.018406524558875436,10,12,1,2017,6,3,Abbreviated core ID: CM10,43.13622,-124.40226,NA,RTK,NA,1.82,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.2222222222222222,0.18518518518518517,1972,1952.2,11,1962.1,5.715767664977282
Peck_et_al_2020,Nehalem,NBOR1606_01PU,single set of methods,46,48,0.81,0.09,1,50,1,1,1963,0.9371,1.2007113169561894,-0.10585392025970013,0.5421508725576147,23,24,0.02843254794320151,0.7205263595140031,46,48,1,2016,6,21,Abbreviated core ID: NB01,45.69017,-123.89616,NA,RTK,NA,1.09,"NAVD88",NA,RTK,NA,NA,NA,NA,mudflat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,unvegetated,NA,B1,NA,50,0.9056603773584906,0.8679245283018868,1965.2083333333333,1960.695652173913,47,1962.951992753623,1.302698841079118
Peck_et_al_2020,Nehalem,NBOR1606_02PU,single set of methods,4,6,0.2,0.03,1,28,1,1,1963,0.9371,1.2007113169561894,-0.6138861103337921,0.7303547053827801,3,6,0.6520165780653601,0.8676318302513213,4,6,0,2016,6,21,Abbreviated core ID: NB02,45.6904,-123.89472,NA,RTK,NA,1.55,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,NA,B1,NA,50,0.11320754716981132,0.07547169811320754,1980.6666666666667,1936.5,5,1958.5833333333335,12.749818444604257
Peck_et_al_2020,Nehalem,NBOR1606_03PU,single set of methods,12,14,5.2,0.17,1,30,1,1,1963,0.9371,1.2007113169561894,3.5503121689620434,1.9238729921466913e-4,7,11,3.790056621363314e-21,1.4200044694550436e-102,12,14,3,2016,6,21,Abbreviated core ID: NB03,45.68991,-123.88976,NA,RTK,NA,2.75,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.2641509433962264,0.22641509433962265,1970.5714285714287,1954.1666666666667,13,1962.3690476190477,4.735646850853008
Peck_et_al_2020,Nehalem,NBOR1606_04PU,single set of methods,12,14,5.67,0.16,1,28,1,1,1963,0.9371,1.2007113169561894,3.9417468072158517,4.04451706320641e-5,7,14,9.24364319283056e-17,1.6862660203552297e-22,12,14,3,2016,6,21,Abbreviated core ID: NB04,45.69814,-123.88978,NA,RTK,NA,2.63,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.2641509433962264,0.22641509433962265,1970.5714285714287,1954.1666666666667,13,1962.3690476190477,4.735646850853008
Peck_et_al_2020,Nehalem,NBOR1606_08PU,single set of methods,24,26,4.53,0.18,1,44,1,1,1963,0.9371,1.2007113169561894,2.9923095995364015,0.001384376584296132,11,12,0.7740048081440981,3.8015122771655706e-16,24,26,2,2016,6,22,Abbreviated core ID: NB08,45.70323,-123.89372,NA,RTK,NA,2.38,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.49056603773584906,0.4528301886792453,1967.076923076923,1958.5833333333333,25,1962.8301282051282,2.4518881624239186
Peck_et_al_2020,Nehalem,NBOR1609_01PU,single set of methods,24,26,3.43,0.08,1,50,1,1,1963,0.9371,1.2007113169561894,2.0761859780913174,0.018938376811769686,13,15,1.0614893976468373e-42,2.2259098235879462e-6,24,26,3,2016,9,14,Abbreviated core ID: NB09,45.7033,-123.8956,NA,handheld,NA,2.41,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.49056603773584906,0.4528301886792453,1967.076923076923,1958.5833333333333,25,1962.8301282051282,2.4518881624239186
Peck_et_al_2020,Nehalem,NBOR1609_03PU,single set of methods,16,18,3.69,0.12,1,44,1,1,1963,0.9371,1.2007113169561894,2.292724288614701,0.010931941638104847,9,13,4.2608224220570263e-29,1.8429143904242663e-7,16,18,3,2016,9,14,Abbreviated core ID: NB11,45.7011,-123.8936,NA,handheld,NA,2.44,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,NA,B1,NA,50,0.33962264150943394,0.3018867924528302,1968.888888888889,1956.375,17,1962.6319444444443,3.6124485593045406
Peck_et_al_2020,Netarts,NTOR1009_01PU,single set of methods,6,8,6.04,0.11,1,28,1,1,1963,2.3901041666666667,3.6433805701053648,1.0017882466853525,0.15822293747533944,4,12,6.119867311580341e-35,0,6,8,2,2010,9,21,Abbreviated core ID: NT-1,45.3738,-123.9648,NA,handheld,NA,2.77,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,NA,B1,NA,79,0.1702127659574468,0.1276595744680851,1974.75,1947.3333333333333,7,1961.0416666666665,7.914509940141142
Peck_et_al_2020,Netarts,NTOR1009_03PU,single set of methods,8,10,7.61,0.13,1,36,1,1,1963,2.3901041666666667,3.6433805701053648,1.4327067219284142,0.0759708338519467,5,10,0,4.788763091540743e-163,8,10,2,2010,9,21,Abbreviated core ID: NT-3,45.3724,-123.9644,NA,handheld,NA,2.77,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,NA,B1,NA,50,0.2127659574468085,0.1702127659574468,1972.4,1951.25,9,1961.825,6.105479096680319
Peck_et_al_2020,Netarts,NTOR1009_04PU,single set of methods,12,14,16.53,0.41,1,22,1,1,1963,2.3901041666666667,3.6433805701053648,3.8809823901883562,5.201768729312661e-5,6,9,1.1341821255946306e-89,2.8995576912016595e-5,12,14,3,2010,9,21,Abbreviated core ID: NT-4,45.3727,-123.9658,NA,handheld,NA,2.83,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,NA,B1,NA,50,0.2978723404255319,0.2553191489361702,1969.7142857142858,1955.1666666666667,13,1962.4404761904761,4.1995358866054895
Peck_et_al_2020,Netarts,NTOR1709_01PU,single set of methods,14,16,12,0.46,1,36,1,1,1963,2.3901041666666667,3.6433805701053648,2.637631630410605,0.004174360861484927,7,12,1.296491523514229e-11,1.296491523514229e-11,14,16,3,2017,9,13,Abbreviated core ID: NT05,45.3722,-123.9643,NA,handheld,NA,2.77,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,86,0.2962962962962963,0.25925925925925924,1969.75,1955.2857142857142,15,1962.517857142857,4.1754796253892765
Peck_et_al_2020,Netarts,NTOR1709_02PU,single set of methods,12,14,10.95,0.18,1,42,1,1,1963,2.3901041666666667,3.6433805701053648,2.3494377456939075,0.009400893958331435,7,13,8.206912534364504e-35,0,12,14,3,2017,9,13,Abbreviated core ID: NT06,45.3713,-123.9652,NA,handheld,NA,2.78,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.25925925925925924,0.2222222222222222,1970.7142857142858,1954,13,1962.357142857143,4.8249986782276055
Peck_et_al_2020,Netarts,NTOR1709_03PU,single set of methods,12,14,15.62,0.38,1,36,1,1,1963,2.3901041666666667,3.6433805701053648,3.631214356767218,1.4104537973425035e-4,5,9,7.117313150417016e-73,6.327808259713542e-202,12,14,3,2017,9,13,Abbreviated core ID: NT07,45.37,-123.9661,NA,handheld,NA,2.68,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.25925925925925924,0.2222222222222222,1970.7142857142858,1954,13,1962.357142857143,4.8249986782276055
Peck_et_al_2020,Netarts,NTOR1709_04PU,single set of methods,12,14,12.27,0.2,1,30,1,1,1963,2.3901041666666667,3.6433805701053648,2.7117386293377557,0.0033465672783272726,7,12,9.148705660398251e-43,3.982742182899058e-232,12,14,3,2017,9,13,Abbreviated core ID: NT08,45.3691,-123.9667,NA,handheld,NA,2.74,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.25925925925925924,0.2222222222222222,1970.7142857142858,1954,13,1962.357142857143,4.8249986782276055
Peck_et_al_2020,Netarts,NTOR1802_01PU,single set of methods,10,12,21,0.54,1,36,1,1,1963,2.3901041666666667,3.6433805701053648,5.107864927982296,1.629097095001697e-7,4,8,1.3802925364447997e-113,1.2480717830087016e-31,10,12,3,2018,2,23,Abbreviated core ID: NT09,45.36942,-123.96323,NA,RTK,NA,2.81,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,66,0.21818181818181817,0.18181818181818182,1972.1666666666667,1952,11,1962.0833333333335,5.821615214328748
Peck_et_al_2020,Netarts,NTOR1802_02PU,single set of methods,12,14,10.76,0.24,1,32,1,1,1963,2.3901041666666667,3.6433805701053648,2.2972883760785052,0.010801162227901284,7,14,3.588671178541724e-170,1.8096277214471846e-95,12,14,3,2018,2,23,Abbreviated core ID: NT10,45.37128,-123.96183,NA,RTK,NA,2.65,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,marsh,C2,B1,A1,50,0.2545454545454545,0.21818181818181817,1970.857142857143,1953.8333333333333,13,1962.345238095238,4.9143505056022025
Peck_et_al_2020,Netarts,NTOR1802_03PU,single set of methods,8,10,0.26,0.04,1,14,1,1,1963,2.3901041666666667,3.6433805701053648,-0.5846504710884664,0.7206086182176058,5,6,0.3815737243260284,0.38492753461102164,8,10,0,2018,2,23,Abbreviated core ID: NT11,45.37168,-123.96127,NA,RTK,NA,1.71,"NAVD88",NA,RTK,NA,NA,NA,NA,mudflat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,unvegetated,NA,B1,NA,50,0.18181818181818182,0.14545454545454545,1974,1949.25,9,1961.625,7.144709581221619
Peck_et_al_2020,Netarts,NTOR1802_04PU,single set of methods,6,8,0.21,0.02,1,16,1,1,1963,2.3901041666666667,3.6433805701053648,-0.5983739894083091,0.7252047913643681,4,7,0.6596687294066226,0.4098857863792444,6,8,0,2018,2,23,Abbreviated core ID: NT12,45.37317,-123.96287,NA,RTK,NA,1.6,"NAVD88",NA,RTK,NA,NA,NA,NA,mudflat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Oregon,unvegetated,NA,B1,NA,50,0.14545454545454545,0.10909090909090909,1976.75,1944.6666666666667,7,1960.7083333333335,9.261660568250225
