study_id,bibliography_id,publication_type,key,bibtype,doi,url,year,month,publisher,volume,number,author,title,journal,school,pages,keywords,copyright,editor,booktitle,institution,language,citation
Doughty_et_al_2016,Doughty_et_al_2016,Article,Doughty_et_al_2016_2,Article,10.1007/s12237-015-9993-8,https://doi.org/10.1007/s12237-015-9993-8,2016,may,Springer Science {and} Business Media {LLC},39,NA,Cheryl L. Doughty and J. Adam Langley and Wayne S. Walker and Ilka C. Feller and Ronald Schaub and Samantha K. Chapman,Mangrove Range Expansion Rapidly Increases Coastal Wetland Carbon Storage,Estuaries and Coasts,NA,385--396,NA,NA,NA,NA,NA,NA,[@Doughty_et_al_2016_2]
Craft_2007,Craft_2007,Article,Craft_2007_1,Article,10.4319/lo.2007.52.3.1220,https://doi.org/10.4319/lo.2007.52.3.1220,2007,may,Wiley,52,3,Christopher Craft,"Freshwater input structures soil properties, vertical accretion, and nutrient accumulation of Georgia and {U.S.} tidal marshes",Limnology and Oceanography,NA,1220--1230,NA,NA,NA,NA,NA,NA,[@Craft_2007_1]
Callaway_et_al_2019,Callaway_et_al_2019,Misc,Callaway_et_al_2019_1,Misc,10.25573/data.9693251,https://smithsonian.figshare.com/articles/Dataset_Carbon_sequestration_and_sediment_accretion_in_San_Francisco_Bay_tidal_wetlands/9693251,2019,NA,The Smithsonian Institution,NA,NA,John C. Callaway and {Evyan L. Borgnis} and {R. Eugene Turner} and Charles S. Milan,Dataset: Carbon sequestration and sediment accretion in San Francisco Bay tidal wetlands,NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA,[@Callaway_et_al_2019_1]
Callaway_et_al_2019,Callaway_et_al_2019,Article,Callaway_et_al_2019_2,Article,10.1007/s12237-012-9508-9,https://doi.org/10.1007/s12237-012-9508-9,2012,jun,Springer Science and Business Media {LLC},35,5,John C. Callaway and Evyan L. Borgnis and R. Eugene Turner and Charles S. Milan,Carbon Sequestration and Sediment Accretion in San Francisco Bay Tidal Wetlands,Estuaries and Coasts,NA,1163--1181,NA,NA,NA,NA,NA,NA,[@Callaway_et_al_2019_2]
Buffington_et_al_2020,Buffington_et_al_2020,Misc,Buffington_et_al_2020_1,Misc,10.25573/SERC.11968740,https://smithsonian.figshare.com/articles/Dataset_Carbon_stocks_and_accretion_rates_for_wetland_sediment_at_Miner_Slough_Sacramento-San_Joaquin_Delta_California/11968740,2020,NA,The Smithsonian Institution,NA,NA,Kevin Buffington and Christopher Janousek and Karen Thorne and Bruce Dugger,"Dataset: Carbon stocks and accretion rates for wetland sediment at Miner Slough, Sacramento-San Joaquin Delta, California",NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA,[@Buffington_et_al_2020_1]
Breithaupt_et_al_2020,Breithaupt_et_al_2020,Misc,Breithaupt_et_al_2020_1,Misc,10.25573/data.9894266,NA,2020,NA,The Smithsonian Institution,NA,NA,"Breithaupt, Joshua L. and Smoak, Joseph M. and Bianchi, Thomas S. and Vaughn, Derrick and Sanders, Christian J. and Radabaugh, Kara R. and  Michael J. Osland and Laura C. Feher and James C. Lynch and Donald R. Cahoon and Gordon H. Anderson and Kevin R.T. Whelan and Brad E. Rosenheim and Ryan P. Moyer and Lisa G. Chambers",Dataset: Increasing rates of carbon burial in southwest Florida coastal wetlands,NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA,[@Breithaupt_et_al_2020_1]
Breithaupt_et_al_2014,Breithaupt_et_al_2014,Article,Breithaupt_et_al_2014_1,Article,10.1002/2014JG002715,https://doi.org/10.1002/2014JG002715,2014,NA,Wiley Online Library,119,10,Joshua L Breithaupt and Joseph M Smoak and Thomas J {Smith III} and Christian J Sanders,"Temporal variability of carbon and nutrient burial, sediment accretion, and mass accumulation over the past century in a carbonate platform mangrove forest of the Florida Everglades",Journal of Geophysical Research: Biogeosciences,NA,2032--2048,NA,NA,NA,NA,NA,NA,[@Breithaupt_et_al_2014_1]
Breithaupt_et_al_2014,Breithaupt_et_al_2014,Misc,Breithaupt_et_al_2014_2,Misc,10.25573/serc.11310926,NA,2019,NA,The Smithsonian Institution,NA,NA,Joshua L. Breithaupt and Joseph M. Smoak and Christian J. Sanders and {Thomas J. Smith III},"Dataset: Temporal variability of carbon and nutrient burial, sediment accretion, and mass accumulation over the past century in a carbonate platform mangrove forest of the Florida Everglades",NA,NA,NA,NA,NA,NA,NA,NA,NA,[@Breithaupt_et_al_2014_2]
Boyd_and_Sommerfield_2016,Boyd_and_Sommerfield_2016,Article,Boyd_and_Sommerfield_2016_1,Article,10.1016/j.ecoleng.2016.03.045,https://doi.org/10.1016/j.ecoleng.2016.03.045,2016,jul,Elsevier {BV},92,NA,Brandon M. Boyd and Christopher K. Sommerfield,Marsh accretion and sediment accumulation in a managed tidal wetland complex of Delaware Bay,Ecological Engineering,NA,37--46,NA,NA,NA,NA,NA,NA,[@Boyd_and_Sommerfield_2016_1]
Unger_et_al_2016,Unger_et_al_2016,Article,Unger_et_al_2016_1,Article,10.1016/j.ecss.2016.10.001,https://doi.org/10.1016/j.ecss.2016.10.001,2016,dec,Elsevier {BV},182,NA,Viktoria Unger and Tracy Elsey-Quirk and Christopher Sommerfield and David Velinsky,Stability of organic carbon accumulating in Spartina {alterniflora}-dominated salt marshes of the Mid-Atlantic {U.S.},"Estuarine, Coastal and Shelf Science",NA,179--189,NA,NA,NA,NA,NA,NA,[@Unger_et_al_2016_1]
Boyd_2012,Boyd_2012,MastersThesis,Boyd_2012_1,MastersThesis,NA,http://udspace.udel.edu/handle/19716/12831,2012,NA,NA,NA,NA,Brandon Boyd,Comparison of sediment accumulation and accretion in impounded and unimpounded marshes of the Delaware Estuary,NA,University of Delaware,NA,NA,NA,NA,NA,NA,NA,[@Boyd_2012_1]
Boyd_et_al_2017,Boyd_et_al_2017,Article,Boyd_et_al_2017_1,Article,10.1016/j.margeo.2016.11.008,https://doi.org/10.1016/j.margeo.2016.11.008,2017,NA,Elsevier,383,NA,Brandon M. Boyd and Christopher K. Sommerfield and Tracy Elsey-Quirk,Hydrogeomorphic influences on salt marsh sediment accumulation and accretion in two estuaries of the {U.S.} Mid-Atlantic coast,Marine Geology,NA,132--145,NA,NA,NA,NA,NA,NA,[@Boyd_et_al_2017_1]
Boyd_and_Sommerfield_2016,Boyd_et_al_2019,Misc,Boyd_et_al_2019_1,Misc,10.25573/data.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,2019,NA,The Smithsonian Institution,NA,NA,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,NA,NA,NA,"50301 Carbon Sequestration Science, Soil Science",NA,NA,NA,NA,NA,[@Boyd_et_al_2019_1]
Unger_et_al_2016,Boyd_et_al_2019,Misc,Boyd_et_al_2019_1,Misc,10.25573/data.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,2019,NA,The Smithsonian Institution,NA,NA,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,NA,NA,NA,"50301 Carbon Sequestration Science, Soil Science",NA,NA,NA,NA,NA,[@Boyd_et_al_2019_1]
Boyd_2012,Boyd_et_al_2019,Misc,Boyd_et_al_2019_1,Misc,10.25573/data.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,2019,NA,The Smithsonian Institution,NA,NA,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,NA,NA,NA,"50301 Carbon Sequestration Science, Soil Science",NA,NA,NA,NA,NA,[@Boyd_et_al_2019_1]
Boyd_et_al_2017,Boyd_et_al_2019,Misc,Boyd_et_al_2019_1,Misc,10.25573/data.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,2019,NA,The Smithsonian Institution,NA,NA,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,NA,NA,NA,"50301 Carbon Sequestration Science, Soil Science",NA,NA,NA,NA,NA,[@Boyd_et_al_2019_1]
Baustian_et_al_2021,Baustian_et_al_2021,Misc,Baustian_et_al_2021_1,Misc,10.5066/p93u3b3e,https://www.sciencebase.gov/catalog/item/5b3299d4e4b040769c159bb0,2021,NA,U.S. Geological Survey,NA,NA,Melissa M. Baustian and Camille L. Stagg and Carey L. Perry and Leland C. Moss and Tim J. B. Carruthers and Mead A. Allison and Courtney T Hall,Long-term soil carbon data and accretion from four marsh types in Mississippi River Delta in 2015,NA,NA,NA,"Land Use Change,Soil Sciences",NA,NA,NA,NA,NA,[@Baustian_et_al_2021_1]
Arriola_and_Cable_2017,Arriola_and_Cable_2017,Article,Arriola_and_Cable_2017_1,Article,10.1002/lno.10652,https://doi.org/10.1002/lno.10652,2017,nov,Wiley,62,NA,Jill M. Arriola and Jaye E. Cable,Variations in carbon burial and sediment accretion along a tidal creek in a Florida salt marsh,Limnology and Oceanography,NA,S15--S28,NA,NA,NA,NA,NA,NA,[@Arriola_and_Cable_2017_1]
Abbott_et_al_2019,Abbott_et_al_2019,Misc,Abbott_et_al_2019_1,Misc,10.25573/data.10005215,https://smithsonian.figshare.com/articles/Dataset_Factors_influencing_blue_carbon_accumulation_across_a_32_year_chronosequence_of_created_coastal_marshes/10005215,2019,NA,The Smithsonian Institution,NA,NA,Katherine M Abbott and Tracy Quirk and Ronald D. Delaune,Dataset: Factors influencing blue carbon accumulation across a 32-year chronosequence of created coastal marshes,NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA,[@Abbott_et_al_2019_1]
Abbott_et_al_2019,Abbott_et_al_2019,Article,Abbott_et_al_2019_2,Article,10.1002/ecs2.2828,https://doi.org/10.1002/ecs2.2828,2019,aug,Wiley,10,8,Katherine M. Abbott and Tracy Elsey-Quirk and Ronald D. DeLaune,Factors influencing blue carbon accumulation across a 32-year chronosequence of created coastal marshes,Ecosphere,NA,NA,NA,NA,NA,NA,NA,NA,[@Abbott_et_al_2019_2]
