study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,country,state
CRMS_Database,CRMS0176,CRMS0176_1,NA,NA,NA,NA,29.410779,-89.793325,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0176,CRMS0176_2,NA,NA,NA,NA,29.410779,-89.793325,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0176,CRMS0176_3,NA,NA,NA,NA,29.410779,-89.793325,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0179,CRMS0179_1,NA,NA,NA,NA,29.396228,-89.698451,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0179,CRMS0179_2,NA,NA,NA,NA,29.396228,-89.698451,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0179,CRMS0179_3,NA,NA,NA,NA,29.396228,-89.698451,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0181,CRMS0181_1,NA,NA,NA,NA,29.338227,-89.700323,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0181,CRMS0181_2,NA,NA,NA,NA,29.338227,-89.700323,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0181,CRMS0181_3,NA,NA,NA,NA,29.338227,-89.700323,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0209,CRMS0209_1,NA,NA,NA,NA,29.490566,-89.791727,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0209,CRMS0209_2,NA,NA,NA,NA,29.490566,-89.791727,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0209,CRMS0209_3,NA,NA,NA,NA,29.490566,-89.791727,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0224,CRMS0224_1,NA,NA,NA,NA,29.497825,-89.916735,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0224,CRMS0224_2,NA,NA,NA,NA,29.497825,-89.916735,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0224,CRMS0224_3,NA,NA,NA,NA,29.497825,-89.916735,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0226,CRMS0226_1,NA,NA,NA,NA,29.512341,-89.885483,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0226,CRMS0226_2,NA,NA,NA,NA,29.512341,-89.885483,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0226,CRMS0226_3,NA,NA,NA,NA,29.512341,-89.885483,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0237,CRMS0237_1,NA,NA,NA,NA,29.476050999999998,-89.947985,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0237,CRMS0237_2,NA,NA,NA,NA,29.476050999999998,-89.947985,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0237,CRMS0237_3,NA,NA,NA,NA,29.476050999999998,-89.947985,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0258,CRMS0258_1,NA,NA,NA,NA,29.526855,-89.822978,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,16,United States,Louisiana
CRMS_Database,CRMS0258,CRMS0258_2,NA,NA,NA,NA,29.526855,-89.822978,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,16,United States,Louisiana
CRMS_Database,CRMS0258,CRMS0258_3,NA,NA,NA,NA,29.526855,-89.822978,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,16,United States,Louisiana
CRMS_Database,CRMS0260,CRMS0260_1,NA,NA,NA,NA,29.534114,-89.854229,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0260,CRMS0260_2,NA,NA,NA,NA,29.534114,-89.854229,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0260,CRMS0260_3,NA,NA,NA,NA,29.534114,-89.854229,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0263,CRMS0263_1,NA,NA,NA,NA,29.555893,-89.885483,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0263,CRMS0263_2,NA,NA,NA,NA,29.555893,-89.885483,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0263,CRMS0263_3,NA,NA,NA,NA,29.555893,-89.885483,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0272,CRMS0272_1,NA,NA,NA,NA,29.417989,-89.697975,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0272,CRMS0272_2,NA,NA,NA,NA,29.417989,-89.697975,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0272,CRMS0272_3,NA,NA,NA,NA,29.417989,-89.697975,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0276,CRMS0276_1,NA,NA,NA,NA,29.621215,-89.947984,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0276,CRMS0276_2,NA,NA,NA,NA,29.621215,-89.947984,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0276,CRMS0276_3,NA,NA,NA,NA,29.621215,-89.947984,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0282,CRMS0282_1,NA,NA,NA,NA,29.497827,-89.760476,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0282,CRMS0282_2,NA,NA,NA,NA,29.497827,-89.760476,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0282,CRMS0282_3,NA,NA,NA,NA,29.497827,-89.760476,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0287,CRMS0287_1,NA,NA,NA,NA,29.686537,-90.010486,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0287,CRMS0287_2,NA,NA,NA,NA,29.686537,-90.010486,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0287,CRMS0287_3,NA,NA,NA,NA,29.686537,-90.010486,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2608,CRMS2608_1,NA,NA,NA,NA,29.229826,-89.313275,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2608,CRMS2608_2,NA,NA,NA,NA,29.229826,-89.313275,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2608,CRMS2608_3,NA,NA,NA,NA,29.229826,-89.313275,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2614,CRMS2614_1,NA,NA,NA,NA,29.338137,-89.322962,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2614,CRMS2614_2,NA,NA,NA,NA,29.338137,-89.322962,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2614,CRMS2614_3,NA,NA,NA,NA,29.338137,-89.322962,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2627,CRMS2627_1,NA,NA,NA,NA,29.228696,-89.187346,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2627,CRMS2627_2,NA,NA,NA,NA,29.228696,-89.187346,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2627,CRMS2627_3,NA,NA,NA,NA,29.228696,-89.187346,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2634,CRMS2634_1,NA,NA,NA,NA,29.229271,-89.260462,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2634,CRMS2634_2,NA,NA,NA,NA,29.229271,-89.260462,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS2634,CRMS2634_3,NA,NA,NA,NA,29.229271,-89.260462,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS3601,CRMS3601_1,NA,NA,NA,NA,29.577666,-89.947985,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS3601,CRMS3601_2,NA,NA,NA,NA,29.577666,-89.947985,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS3601,CRMS3601_3,NA,NA,NA,NA,29.577666,-89.947985,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS3617,CRMS3617_1,NA,NA,NA,NA,29.548633,-89.916734,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS3617,CRMS3617_2,NA,NA,NA,NA,29.548633,-89.916734,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS3617,CRMS3617_3,NA,NA,NA,NA,29.548633,-89.916734,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS3680,CRMS3680_1,NA,NA,NA,NA,29.512347,-89.791727,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS3680,CRMS3680_2,NA,NA,NA,NA,29.512347,-89.791727,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS3680,CRMS3680_3,NA,NA,NA,NA,29.512347,-89.791727,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,mesohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS4448,CRMS4448_1,NA,NA,NA,NA,29.214753,-89.229211,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS4448,CRMS4448_2,NA,NA,NA,NA,29.214753,-89.229211,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS4448,CRMS4448_3,NA,NA,NA,NA,29.214753,-89.229211,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,deltaic,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS4529,CRMS4529_1,NA,NA,NA,NA,29.468787,-89.822978,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS4529,CRMS4529_2,NA,NA,NA,NA,29.468787,-89.822978,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS4529,CRMS4529_3,NA,NA,NA,NA,29.468787,-89.822978,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS4626,CRMS4626_1,NA,NA,NA,NA,29.338139,-89.197959,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS4626,CRMS4626_2,NA,NA,NA,NA,29.338139,-89.197959,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS4626,CRMS4626_3,NA,NA,NA,NA,29.338139,-89.197959,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0003,CRMS0003_1,NA,NA,NA,NA,30.099365,-89.252743,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0003,CRMS0003_2,NA,NA,NA,NA,30.099365,-89.252743,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0003,CRMS0003_3,NA,NA,NA,NA,30.099365,-89.252743,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0108,CRMS0108_1,NA,NA,NA,NA,29.955055,-89.415928,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0108,CRMS0108_2,NA,NA,NA,NA,29.955055,-89.415928,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0108,CRMS0108_3,NA,NA,NA,NA,29.955055,-89.415928,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
CRMS_Database,CRMS0120,CRMS0120_1,NA,NA,NA,NA,29.846216,-89.854225,NA,NA,latitude and longitude were likely high quality but may refer to a general area rather than individual core location,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,NA,NA,24,United States,Louisiana
