study_id,site_id,core_id,year,month,day,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_notes,core_length_flag,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Kelleway_et_al_2016,JJK16 TP3B,M0549,2013,3,9,-34.019499,151.149488,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 TP3C,M0550,2013,3,9,-34.019265,151.147628,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 TP3E,M0551,2013,3,9,-34.019882,151.15011,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 TP4A,M0552,2013,3,9,-34.020201,151.152524,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 TP4B,M0553,2013,3,9,-34.021042,151.151427,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 TP4C,M0554,2013,3,9,-34.020932,151.151121,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR1A,M0555,2014,3,9,-33.98323,151.009012,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR1B,M0556,2014,3,9,-33.98335,151.008662,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR1C,M0557,2014,3,9,-33.98309,151.008512,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR2A,M0558,2014,3,9,-33.9848,151.008282,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR2B,M0559,2014,3,9,-33.98443,151.008642,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR2C,M0560,2014,3,9,-33.98416,151.008602,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR3A,M0561,2014,3,9,-33.98414,151.009322,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR3B,M0562,2014,3,9,-33.98405,151.009052,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR3C,M0563,2014,3,9,-33.983964,151.008804,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR4A,M0564,2014,3,9,-33.98453,151.010182,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR4B,M0565,2014,3,9,-33.98449,151.009732,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Kelleway_et_al_2016,JJK16 GR4C,M0566,2014,3,9,-33.98402,151.009472,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,New South Wales,mangrove,C2,NA,NA,100
Lallier-Verges_et_al_1998,EL98 Laguncularia,M0113,1996,3,9,16.277168,-61.543488,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Guadeloupe,NA,mangrove,C1,NA,NA,198.8
Lallier-Verges_et_al_1998,EL98 Pterocarpus,M0116,1996,3,9,16.275196,-61.53275,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Guadeloupe,NA,mangrove,C1,NA,NA,188.6
Lang'at_et_al_2014,JKSL14 Control,M0657,2013,3,9,-4.408888888888889,39.52305555555555,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Kenya,Coast,mangrove,C2,NA,NA,100
Liu_2005,QHL05 Site 2,M0458,2002,3,9,21.158102,110.429248,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Guangdong,mangrove,C2,NA,NA,40
Liu_2005,QHL05 Site 3,M0459,2002,3,9,21.105199,110.305425,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Guangdong,mangrove,C2,NA,NA,40
Liu_2005,QHL05 Site 4,M0460,2002,3,9,21.105199,110.305425,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Guangdong,mangrove,C2,NA,NA,40
Liu_2005,QHL05 Site 5,M0461,2002,3,9,21.208546,110.415755,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,NA,mangrove,C2,NA,NA,40
Liu_2005,QHL05 Site 6,M0462,2002,3,9,21.052469,110.200843,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Guangdong,mangrove,C2,NA,NA,40
Livesley_and_Andrusiak_2012,SJL12 Jacks Beach,M0398,2009,3,9,-38.33862,145.203597,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,Victoria,mangrove,C2,NA,NA,100
Livesley_and_Andrusiak_2012,SJL12 Yaringa,M0399,2009,3,9,-38.29682,145.204676,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,Victoria,mangrove,C2,NA,NA,100
Loi_and_Ni_2015,LTL15 High Terrain,M0958,2013,3,9,8.698698,104.843271,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Vietnam,Ca Mau,mangrove,C2,NA,NA,120
Loi_and_Ni_2015,LTL15 Mid Terrain,M0959,2013,3,9,8.704568,104.836063,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Vietnam,Ca Mau,mangrove,C2,NA,NA,120
Loi_and_Ni_2015,LTL15 Low Terrain,M0960,2013,3,9,8.713702,104.827829,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Vietnam,Ca Mau,mangrove,C2,NA,NA,120
Lunstrem_and_Chen_2014,LC14 S. Apetala 20yr,M0268,2012,3,9,22.525998,114.006547,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,NA,mangrove,C2,NA,NA,100
Lunstrem_and_Chen_2014,LC14 K. Obovata 70yr,M0269,2012,3,9,22.527121,114.006983,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Guangdong,mangrove,C2,NA,NA,100
MacKenzie_et_al_2016,RAM16 CG1.6,M0312,2012,3,9,10.50211,106.822809035895,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Vietnam,Ho Chi Minh,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 KVPF1.1,M0314,2012,3,9,8.653015,105.12052704702,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Vietnam,Ca Mau,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 KVPF1.6,M0315,2012,3,9,8.653757,105.119781941869,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Vietnam,Ca Mau,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 KVPF2.1,M0316,2012,3,9,8.639893,105.073531712651,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Vietnam,Ca Mau,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 KVPF2.6,M0317,2012,3,9,8.641268,105.073659228363,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Vietnam,Ca Mau,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 KVPF3.1,M0318,2012,3,9,8.644698,105.104945324149,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Vietnam,Ca Mau,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 KVPF3.6,M0319,2012,3,9,8.643631,105.104436028811,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Vietnam,Ca Mau,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 U1B0,M0320,2010,3,9,7.628384,134.619447272321,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Ngaraard,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 U1B375,M0321,2010,3,9,7.626623,134.622803332285,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Ngaraard,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 U2B0,M0322,2010,3,9,7.577479,134.539202067183,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Ngardmau,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 U2B375,M0323,2010,3,9,7.578062,134.54253741147,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Ngardmau,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 U3B0,M0324,2010,3,9,7.526389,134.613055936917,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Melekeok,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 U3B375,M0325,2010,3,9,7.52596,134.611456,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Melekeok,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 D1B0,M0326,2010,3,9,7.40844,134.505711,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Aimeliik,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 D1B375,M0327,2010,3,9,7.407428,134.509096955169,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Aimeliik,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 D3B0,M0328,2010,3,9,7.580028,134.63244411388,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Ngaraard,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 D2B0,M0329,2010,3,9,7.382636,134.510492560719,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Airai,mangrove,C2,NA,NA,60
MacKenzie_et_al_2016,RAM16 D2B375,M0330,2010,3,9,7.382522,134.513845273107,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Palau,Airai,mangrove,C2,NA,NA,60
Mao_et_al_2011,LZM11 Shenzhen 1,M0480,2008,3,9,22.5317972,113.9850889,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Guangdong,mangrove,C2,NA,NA,100
Mao_et_al_2011,LZM11 Shenzhen 2,M0481,2008,3,9,22.5317972,113.9850889,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Guangdong,mangrove,C2,NA,NA,100
Mao_et_al_2012,LZM12 Futian 1,M0482,2012,3,9,22.5281944,114.0018972,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Guangdong,mangrove,C2,NA,NA,50
Mao_et_al_2012,LZM12 Futian 2,M0483,2012,3,9,22.5284111,114.0019583,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Guangdong,mangrove,C2,NA,NA,50
Mao_et_al_2012,LZM12 Futian 3,M0484,2012,3,9,22.5286028,114.0024444,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Guangdong,mangrove,C2,NA,NA,50
Marchand_et_al_2004,CM04 C21,M0104,2002,3,9,5.421722,-53.0034966287274,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,French Guiana,NA,mangrove,C2,NA,NA,100
Marchand_et_al_2004,CM04 C25,M0108,2002,3,9,4.783776,-52.1330954969604,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,French Guiana,NA,mangrove,C2,NA,NA,100
Marchand_et_al_2004,CM04 C28,M0111,2002,3,9,4.772211,-52.1311110046606,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,French Guiana,NA,mangrove,C2,NA,NA,100
"Marchand_et_al_2004,_Marchand_et_al_2003",CM04 C12,M0098,2000,3,9,5.361244,-52.8878859002044,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,French Guiana,NA,mangrove,C2,NA,NA,140
Marchio_et_al_2016,DAM16 SC Basin,M0340,2013,3,9,26.086661,-81.77043,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,United States,Florida,mangrove,C1,NA,NA,32
Marchio_et_al_2016,DAM16 HA Basin,M0341,2013,3,9,26.100468,-81.7826,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,United States,Florida,mangrove,C1,NA,NA,32
Marchio_et_al_2016,DAM16 SC Riverine,M0344,2013,3,9,26.088179,-81.78075,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,United States,Florida,mangrove,C1,NA,NA,34
Middelburg_et_al_1996,JJM96 CC,M0684,1993,3,9,-4.414806,39.511467,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Kenya,Coast,mangrove,C2,NA,NA,40
Middelburg_et_al_1996,JJM96 BX,M0687,1993,3,9,-4.409493,39.512136,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Kenya,Coast,mangrove,C2,NA,NA,40
Murdiyarso_et_al_2015,DM15 Sembilang,M0347,2012,3,9,-2.0744444444444445,104.46916666666667,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Sumatera Selatan,mangrove,C1,NA,NA,183
Murdiyarso_et_al_2015,DM15 Cilacap,M0348,2010,3,9,-7.723611111111111,108.95805555555556,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Jawa Tengah,mangrove,C1,NA,NA,211
Murdiyarso_et_al_2015,DM15 Kubu Raya,M0349,2012,3,9,-0.6758333333333333,109.36138888888888,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,136
Murdiyarso_et_al_2015,DM15 Tanjung Putting,M0350,2010,3,9,-2.861596,111.694588,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Indonesia,Kalimantan Tengah,mangrove,C2,NA,NA,300
Murdiyarso_et_al_2015,DM15 Bunaken,M0351,2010,3,9,1.623763,124.762924,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Sulawesi Utara,mangrove,C1,NA,NA,117
Murdiyarso_et_al_2015,DM15 Teminabuan,M0352,2012,3,9,-1.573506,131.885747,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,154
Murdiyarso_et_al_2015,DM15 Bintuni,M0353,2012,3,9,-2.17,133.53583333333333,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,265
Murdiyarso_et_al_2015,DM15 Timika,M0354,2012,3,9,-4.860063,136.786154,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Papua,mangrove,C1,NA,NA,209
MX_edaf_puntos,141,M1680,1986,3,9,15.67694,-96.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Oaxaca,mangrove,C2,NA,NA,106
MX_edaf_puntos,2085,M1681,1990,3,9,15.2025,-92.8113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Chiapas,mangrove,C2,NA,NA,33
MX_edaf_puntos,30080,M1683,2003,3,9,16.57923,-98.8213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Guerrero,mangrove,C2,NA,NA,112.99999999999999
MX_edaf_puntos,30083,M1684,2003,3,9,16.64466,-99.2596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Guerrero,mangrove,C2,NA,NA,125
MX_edaf_puntos,36202,M1685,2003,3,9,19.95371,-90.3721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Campeche,mangrove,C2,NA,NA,75
MX_edaf_puntos,36215,M1686,2003,3,9,19.04569,-91.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Campeche,mangrove,C2,NA,NA,40
MX_edaf_puntos,105008,M1688,2003,3,9,20.21604,-90.4268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Campeche,mangrove,C2,NA,NA,74
MX_edaf_puntos,114218,M1689,2005,3,9,27.98859,-114.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Baja California Sur,mangrove,C2,NA,NA,105
MX_perfilv12,102001_F1412,M1690,NA,NA,NA,20.97885,-97.3209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Veracruz,mangrove,C2,NA,NA,70
MX_perfilv12,102005_F1412,M1691,NA,NA,NA,20.9552,-97.3164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Veracruz,mangrove,C2,NA,NA,40
MX_perfilv12,104053_F150912,M1694,NA,NA,NA,20.19988,-90.4033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Campeche,mangrove,C2,NA,NA,125
MX_perfilv12,2085_D1502,M1696,NA,NA,NA,15.20135,-92.8111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Chiapas,mangrove,C2,NA,NA,33
MX_perfilv12,41_D1403,M1698,NA,NA,NA,15.67575,-96.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Oaxaca,mangrove,C2,NA,NA,106
MX_perfilv12,56027_E160205,M1700,NA,NA,NA,18.26999,-87.8373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Quintana Roo,mangrove,C2,NA,NA,110.00000000000001
MX_perfilv12,6014_E1302,M1701,NA,NA,NA,19.90796,-105.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Jalisco,mangrove,C2,NA,NA,80
MX_perfilv12,78013_F1308,M1702,NA,NA,NA,21.89038,-105.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Nayarit,mangrove,C2,NA,NA,60
MX_perfilv12,86008_F140306,M1703,NA,NA,NA,23.79933,-97.7719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Tamaulipas,mangrove,C2,NA,NA,90
MX_perfilv12,86016_F140306,M1704,NA,NA,NA,23.57338,-97.7683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Tamaulipas,mangrove,C2,NA,NA,80
MX_perfilv12,86046_F140306,M1705,NA,NA,NA,22.0741,-97.8409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mexico,Veracruz,mangrove,C2,NA,NA,82
Naidoo_1980,GN80 Avicennia marina 1,M1292,1978,3,9,-29.808893,31.040096,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,South Africa,Kwazulu-Natal,mangrove,C2,NA,NA,100
Naidoo_1980,GN80 Avicennia marina 2,M1293,1978,3,9,-29.808775,31.040077,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,South Africa,Kwazulu-Natal,mangrove,C2,NA,NA,100
Naidoo_1980,GN80 Avicennia marina 3,M1294,1978,3,9,-29.808644,31.040053,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,South Africa,Kwazulu-Natal,mangrove,C2,NA,NA,100
Naidoo_1980,GN80 Bruguiera gymnorrhiza 1,M1295,1978,3,9,-29.806815,31.041038,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,South Africa,Kwazulu-Natal,mangrove,C2,NA,NA,100
Naidoo_1980,GN80 Bruguiera gymnorrhiza 2,M1296,1978,3,9,-29.806807,31.040694,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,South Africa,Kwazulu-Natal,mangrove,C2,NA,NA,100
Naidoo_1980,GN80 Bruguiera gymnorrhiza 3,M1297,1978,3,9,-29.806822,31.040338,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,South Africa,Kwazulu-Natal,mangrove,C2,NA,NA,100
Naidoo_and_Raiman_1982,GN82 Sipingo 2,M1299,1980,3,9,-29.988266,30.947644,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,South Africa,Kwazulu-Natal,mangrove,C2,NA,NA,100
Naidoo_and_Raiman_1982,GN82 Mdloti,M1300,1980,3,9,-29.651374,31.126536,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,South Africa,Kwazulu-Natal,mangrove,C2,NA,NA,100
NCSS,C1512W04,M1710,2011,3,9,25.88,-81.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,United States,Florida,mangrove,C2,NA,NA,100
NCSS,S1977-FL071-S36_005,M1735,2011,3,9,26.48,-81.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,United States,Florida,mangrove,C2,NA,NA,155
NCSS,S1977-FL071-S36_006,M1736,2011,3,9,26.47,-82.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,United States,Florida,mangrove,C2,NA,NA,152
NCSS,S1978-FL015-S08_005,M1737,2011,3,9,26.87,-82.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,United States,Florida,mangrove,C2,NA,NA,117
NCSS,S1982-FL061-S31_001,M1738,2011,3,9,27.72,-80.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,United States,Florida,mangrove,C2,NA,NA,61
NCSS,S1988-FL087-S44_004,M1740,2011,3,9,25.28,-80.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,United States,Florida,mangrove,C2,NA,NA,178
Nsombo_et_al_2016,ENN16 Tran2Well1,M0540,2014,3,9,4.457111111111112,8.902583333333334,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Cameroon,NA,mangrove,C2,NA,NA,100
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,2015,10,21,27.580827,-82.563715,0.079,other high resolution,Differential Global Positioning System (DGPS),-0.23800000000000002,"NAVD88",0.097,other high resolution,Differential Global Positioning System (DGPS),NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,United States,Florida,mangrove,C2,B1,A1,40
