study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_fraction,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13,be7_activity,be7_activity_se,be7_unit,age,age_min,age_max,age_se,depth_interval_notes,date
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,3,4,0.11,NA,NA,NA,0,0,disintegrationsPerMinutePerGram,9.5208,0.511,10.7749,0.4946,disintegrationsPerMinutePerGram,1.2541,0.1284,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2009.6,NA,NA,1.3,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,30,31,0.5918,NA,NA,NA,0,0,disintegrationsPerMinutePerGram,0.6657,0.0641,0.9698,0.0607,disintegrationsPerMinutePerGram,0.3041,0.0205,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,31,32,0.5141,NA,NA,NA,0,0,disintegrationsPerMinutePerGram,0.4743,0.0768,0.7949,0.0736,disintegrationsPerMinutePerGram,0.3206,0.0219,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,32,33,0.8904,NA,0.0599,NA,0,0,disintegrationsPerMinutePerGram,0.2799,0.0651,0.5069,0.0609,disintegrationsPerMinutePerGram,0.227,0.0229,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,33,34,0.7447,NA,NA,NA,0,0,disintegrationsPerMinutePerGram,0.2477,0.0655,0.5418,0.0624,disintegrationsPerMinutePerGram,0.2941,0.0199,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,34,35,0.9252,0.044962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,4,5,0.1299,0.51921,0.2783,NA,0,0,disintegrationsPerMinutePerGram,8.3236,0.4378,9.1512,0.4255,disintegrationsPerMinutePerGram,0.8276,0.1031,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2007.3,NA,NA,1.4,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,5,6,0.1659,NA,NA,NA,0,0,disintegrationsPerMinutePerGram,8.0408,0.3726,8.984,0.3594,disintegrationsPerMinutePerGram,0.9431,0.0983,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2004.2,NA,NA,1.5,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,6,7,0.1637,NA,0.2704,NA,0.102,0.03,disintegrationsPerMinutePerGram,7.3029,0.1035,8.2116,0.0821,disintegrationsPerMinutePerGram,0.9087,0.063,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2001.2,NA,NA,1.6,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,7,8,0.2301,NA,NA,NA,0,0,disintegrationsPerMinutePerGram,4.953,0.1828,5.5489,0.1776,disintegrationsPerMinutePerGram,0.5959,0.0436,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1998,NA,NA,1.8,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,8,9,0.257,0.323736,0.1783,NA,0,0,disintegrationsPerMinutePerGram,3.4926,0.1768,4.129,0.1726,disintegrationsPerMinutePerGram,0.6364,0.0385,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1995.2,NA,NA,1.9,NA,NA
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,pvc_and_hammer,9,10,0.3499,NA,NA,NA,0,0,disintegrationsPerMinutePerGram,2.3089,0.1403,2.7814,0.1352,disintegrationsPerMinutePerGram,0.4724,0.0377,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1992.6,NA,NA,2.1,NA,NA
Osland_et_al_2012,MJO12 Apollo Beach,M0338,single set of methods,0,10,0.443333333,0.125,0.06730012576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Apollo Beach,M0338,single set of methods,10,30,0.76,0.057333333,0.03329393705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Bishop Harbor,M0336,single set of methods,0,10,0.346666667,0.195333333,0.116425972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Bishop Harbor,M0336,single set of methods,10,30,0.613333333,0.087333333,0.04869788647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Bullfrog Creek,M0339,single set of methods,0,10,0.21,0.3426666669999999,0.1463415925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Bullfrog Creek,M0339,single set of methods,10,30,0.32,0.191333333,0.09151843549000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 East Cockroach Bay,M0333,single set of methods,0,10,0.193333333,0.393333333,0.16468973159999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 East Cockroach Bay,M0333,single set of methods,10,30,0.33,0.19,0.07787532012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Emerson Point,M0332,single set of methods,0,10,0.3,0.231666667,0.16896662710000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Emerson Point,M0332,single set of methods,10,30,0.633333333,0.09300000000000001,0.04630385558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Little Cockroach Bay,M0335,single set of methods,0,10,0.17,0.49200000000000005,0.211087265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Little Cockroach Bay,M0335,single set of methods,10,30,0.186666667,0.329666667,0.1633750884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Robinson Preserve,M0331,single set of methods,0,10,0.406666667,0.190666667,0.08165947914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Robinson Preserve,M0331,single set of methods,10,30,0.6,0.094333333,0.04804789543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 South Cockroach Bay,M0334,single set of methods,0,10,0.146666667,0.543666667,0.2012357839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 South Cockroach Bay,M0334,single set of methods,10,30,0.2,0.48699999999999993,0.2020728175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Wolf Branch,M0337,single set of methods,0,10,0.26,0.266333333,0.14009857180000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,MJO12 Wolf Branch,M0337,single set of methods,10,30,0.543333333,0.171,0.08608137129000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,XLO09 Laguncularia,M1333,single set of methods,0,3,0.8737770964435913,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,XLO09 Laguncularia,M1333,single set of methods,10,15,0.8737770964435913,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,XLO09 Laguncularia,M1333,single set of methods,15,20,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,XLO09 Laguncularia,M1333,single set of methods,20,25,0.9413092247909884,NA,0.018000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,XLO09 Laguncularia,M1333,single set of methods,25,30,1.1496049338121122,NA,0.009000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,XLO09 Rhizophora,M1334,single set of methods,0,3,NA,NA,0.055999999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,XLO09 Rhizophora,M1334,single set of methods,10,15,NA,NA,0.055999999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,XLO09 Rhizophora,M1334,single set of methods,15,20,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,XLO09 Rhizophora,M1334,single set of methods,20,25,0.6746718931596771,NA,0.052000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,XLO09 Rhizophora,M1334,single set of methods,35,40,NA,NA,0.057999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pazi_et_al_2016,AMMP16 Seaward,M0658,single set of methods,0,20,0.89268702335074,NA,0.021429999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pazi_et_al_2016,AMMP16 Seaward,M0658,single set of methods,20,40,NA,NA,0.01657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phang_et_al_2016,VXHP15 Approximate,M0635,single set of methods,0,15,0.816,NA,0.03428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phang_et_al_2016,VXHP15 Approximate,M0635,single set of methods,15,30,0.747,NA,0.05096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phang_et_al_2016,VXHP15 Approximate,M0635,single set of methods,30,50,0.662,NA,0.048440000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phang_et_al_2016,VXHP15 Approximate,M0635,single set of methods,50,100,0.679,NA,0.04843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,0,1,0.17900000000000002,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,1,2,0.15300000000000002,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,10,11,0.17,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,11,12,0.38,0.21600000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,12,13,0.254,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,13,14,0.468,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,14,15,0.7819999999999999,0.07600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,15,16,0.495,0.15900000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,16,17,0.8300000000000001,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,17,18,1.04,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,18,19,1.027,0.053000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,19,20,0.8450000000000001,0.07700000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,2,3,0.118,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,20,21,0.971,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,21,22,1.149,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,22,23,1.1400000000000001,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,23,24,1.248,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,24,25,1.1260000000000001,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,25,26,0.656,0.10200000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,26,27,1.1860000000000002,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,27,28,1.222,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,28,29,1.149,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,29,30,1.149,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,3,4,0.14800000000000002,0.5750000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,30,31,0.882,0.051000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,31,32,1.2329999999999999,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,32,33,1.216,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,33,34,1.3,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,34,35,1.085,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,35,36,1.2089999999999999,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,36,37,0.9560000000000001,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,37,38,1.1580000000000001,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,38,39,1.357,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,39,40,1.273,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,4,5,0.14900000000000002,0.47300000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,40,41,1.24,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,41,42,1.1580000000000001,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,42,43,0.972,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,43,44,1.091,0.054000000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,44,45,1.085,0.07200000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,45,46,0.9510000000000001,0.059000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,46,47,1.212,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,47,48,1.2109999999999999,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,48,49,1.393,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,49,50,1.1340000000000001,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,5,6,0.191,0.43900000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,6,7,0.188,0.48400000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,7,8,0.166,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,8,9,0.182,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,NA,BISH,single set of methods,9,10,0.225,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RadamBrasil,RADAM_VOL_24_36,M1733,single set of methods,0,10,0.2797089999778741,NA,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RadamBrasil,RADAM_VOL_24_36,M1733,single set of methods,60,155,1.5883131392157939,NA,4e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RadamBrasil,RADAM_VOL_3_14,M1734,single set of methods,0,20,1.180636369423358,NA,0.008100000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RadamBrasil,RADAM_VOL_3_14,M1734,single set of methods,70,120,1.4393289299056637,NA,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RadamBrasil,SNLCS_BP_NT_27_VOL_II_C70,M1742,single set of methods,0,15,0.8270911354532763,NA,0.0276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RadamBrasil,SNLCS_BP_NT_27_VOL_II_C70,M1742,single set of methods,50,60,1.255219292616988,NA,0.0062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RadamBrasil,SNLCS_BP_NT_35_VOL_II_132,M1741,single set of methods,0,10,0.8123614800704179,NA,0.029300000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RadamBrasil,SNLCS_BP_NT_35_VOL_II_132,M1741,single set of methods,40,80,1.3983317329641074,NA,0.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,0,3,0.945322961954445,NA,0.01775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,12,15,NA,NA,0.01402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,15,18,NA,NA,0.01533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,18,21,NA,NA,0.01089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,21,24,NA,NA,0.013229999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,24,27,NA,NA,0.014750000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,27,30,NA,NA,0.01167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,RKR10 Core C,M0523,single set of methods,3,6,NA,NA,0.014910000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
