study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,core_year,core_latitude,core_longitude,core_position_method,geomorphic_id,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,accretion_yr_per_cm_mean,accretion_yr_per_cm_se,accretion_yr_per_cm_upper_CI,accretion_yr_per_cm_lower_CI,organic_matter_accumulation_mean,organic_matter_accumulation_se,organic_matter_accumulation_upper_CI,organic_matter_accumulation_lower_CI,carbon_accumulation_mean,carbon_accumulation_se,carbon_accumulation_upper_CI,carbon_accumulation_lower_CI,max_age,max_age_se,max_age_upper_CI,max_age_lower_CI
Marot_et_al_2020,Grand Bay,16CCT03_GB234M,2016,5,15,NA,30.38269,-88.39235999999998,NA,other high resolution,NA,-0.755,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,83.5,4.113813169617711,0.6661458817413316,5.645314416369048,NA,147.58943143736997,54.6597200647458,253.73211596772197,89.36738885272972,63.29113932086128,23.448172163209783,108.83068132436217,38.32435795934384,-59.73682870438403,1.2941143201557666,-56.903816250000006,-62.129954999999995
Marot_et_al_2020,Grand Bay,16CCT03_GB235M,2016,5,14,NA,30.38826,-88.39140999999998,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Alabama,marsh,C1,B1,NA,23,3.3421974629746636,0.6439603441530413,4.601931631578947,NA,104.91541693015984,54.55018913396134,157.04876745605463,68.30527459777771,44.999986019785474,23.39847558341168,67.35897265669225,29.296814440938235,-64.18093581192873,0.7153451398965449,-62.410714750000004,-65.24755925
Marot_et_al_2020,Grand Bay,16CCT03_GB236M,2016,5,14,NA,30.39025,-88.37956,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Alabama,marsh,C1,B1,NA,37,3.4260269048538508,0.5671693475829912,4.630120045999999,NA,122.46426498861969,51.77464524227002,209.1453293746633,73.41237714133115,52.52052452213666,22.20106018407994,89.69182285928,31.485523180996893,-61.819136902335956,2.136669602360894,-56.428816,-64.7241805
Marot_et_al_2020,Grand Bay,16CCT03_GB237M,2016,5,14,NA,30.39351,-88.36821,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Alabama,marsh,C1,B1,NA,30,4.497854061879671,0.8885335490565546,6.645992083333333,NA,119.59980129614979,34.41926949689888,196.83633976686684,62.768105990253375,51.34569686655358,14.781695915517977,84.52769014339856,26.937340816912908,-58.77114523126916,1.4274803568605579,-55.86149,-61.557128
Marot_et_al_2020,Grand Bay,16CCT03_GB238M,2016,5,14,NA,30.39063,-88.35183999999998,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Alabama,marsh,C1,B1,NA,31,4.703751832853263,0.9204704719868237,6.932348632352941,NA,88.03272553884142,35.92394977790605,153.73592761735807,47.34661860837645,37.76347602364503,15.410858600476622,65.93878657461711,20.3141576835973,-60.04279468192707,0.9294372985677942,-58.21567225,-61.91866575
Marot_et_al_2020,Grand Bay,16CCT03_GB239M,2016,5,15,NA,30.37759,-88.35566,NA,other high resolution,NA,-2.307,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Alabama,marsh,C1,B1,A1,37,4.763467654225505,0.922133258259436,6.882330764705884,NA,72.21433667703022,41.145008509921524,145.5615507086061,39.10314553503193,30.953748948625027,17.63879152803363,62.398390103642754,16.75927124088293,-61.64680030557892,0.5075391114059842,-60.60234775000001,-62.56981425
Marot_et_al_2020,Grand Bay,16CCT03_GB240M,2016,5,15,NA,30.36283,-88.33422,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Alabama,marsh,C1,B1,NA,22,4.4295651409960035,0.7185437321246314,6.119868263157897,NA,104.5872901415207,31.324387104078312,180.06861092436648,59.98238657889238,44.87813448993901,13.438848045389241,77.26001757726982,25.740714211061505,-60.18023235515526,0.8747308753473275,-58.411951499999994,-61.909749000000005
Marot_et_al_2020,Grand Bay,16CCT03_GB244M,2016,5,16,NA,30.38129,-88.39472,NA,other high resolution,NA,-0.753,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,Grand Bay,16CCT03_GB245M,2016,5,17,NA,30.38799,-88.41109,NA,other high resolution,NA,-2.439,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,26,3.4620358658578785,0.5603215478092662,4.67796362,NA,171.5410596780601,40.51236104318086,268.25689606368,119.58217308978426,73.79100838906788,17.40388582146313,115.35940932687248,51.462660165760525,-63.986677004608296,0.2611373860649866,-63.400186500000004,-64.43262
Marot_et_al_2020,Grand Bay,16CCT03_GB250V,2016,5,15,NA,30.38371,-88.4054,NA,other high resolution,NA,-0.912,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,Grand Bay,16CCT03_GB254M,2016,5,16,NA,30.38192,-88.3938,NA,other high resolution,NA,-0.711,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,42,4.0868099617363365,0.7196995889020544,5.775522165000007,NA,119.231011032562,48.21570426177814,211.94458027693014,65.31442196611967,51.13914111496532,20.680115228288376,90.89327442106622,28.010284128578313,-59.96235221393349,2.2034993200719732,-55.09326,-63.728739000000004
Marot_et_al_2020,Grand Bay,16CCT03_GB255V,2016,5,14,NA,30.36433,-88.3752,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Alabama,marsh,C1,B1,NA,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,Grand Bay,16CCT03_GB34M,2016,5,17,NA,30.36067,-88.41554999999998,NA,other high resolution,NA,0.283,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,26.5,3.5923087156085596,0.46646218495576286,4.55759088,NA,168.54946256333332,33.0163208557191,231.96122170688875,138.19888416857427,73.3357377198174,14.18395163305318,100.5282535812575,60.269285396063374,-63.25475658528391,0.22807866951649997,-62.746254,-63.651234
Marot_et_al_2020,Grand Bay,16CCT03_GB34S,2016,5,17,NA,30.36067,-88.41554999999998,NA,other high resolution,NA,0.283,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,B1,A1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,Grand Bay,16CCT07_GB301M,2016,10,21,NA,30.3834009,-88.3965684,NA,other high resolution,NA,0.305,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,39,2.7501943972302714,0.3384623417740118,3.3772174785714286,NA,227.1044017238022,22.794918124086113,279.29492125756843,193.12256502616492,98.01744060708326,9.831094208539914,120.56425817877292,83.36638809545693,-64.5830829390244,0.25915912786867845,-64.00162075,-65.028334075
Marot_et_al_2020,Grand Bay,16CCT07_GB302M,2016,10,21,NA,30.3834615,-88.3966733,NA,other high resolution,NA,0.2682,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,52,2.9770942050447253,0.2532125297303468,3.487001588235294,NA,196.17245184479535,13.328529473065444,225.76757214396153,176.87609861326905,84.9194198189461,5.7228040124233885,97.61355619685827,76.62617247911476,-64.17598315283324,0.24602656263094919,-63.638312,-64.61381399999999
Marot_et_al_2020,Grand Bay,16CCT07_GB303M,2016,10,21,NA,30.3835197,-88.3967746,NA,other high resolution,NA,0.2403,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,50,2.998631416387901,0.27501595907452636,3.554083409090908,NA,217.78293454406054,13.71845022053408,250.36927352422165,197.99018245332363,94.4640186463212,5.899399714486608,108.45157513458666,85.9384896198814,-62.96929502791497,0.375116923094159,-62.23259350000001,-63.72499175
Marot_et_al_2020,Grand Bay,16CCT07_GB304M,2016,10,21,NA,30.3836541,-88.3969565,NA,other high resolution,NA,0.2077,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,47,3.5598460751884033,0.34880197749703473,4.260837955357143,NA,165.66333188240336,11.427985969798804,191.1287196355132,149.93796708964715,71.8005528798004,4.891108304950674,82.70268780180442,65.07983082854865,-63.983828026939655,0.21748496476408308,-63.496087249999995,-64.35470299999999
Marot_et_al_2020,Grand Bay,16CCT07_GB305M,2016,10,22,NA,30.3760042,-88.4119654,NA,other high resolution,NA,0.2388,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,43,2.9051308029702896,0.3053434405313241,3.473930338235294,NA,216.84331307987986,17.50497976725843,260.3486241343899,192.43713551584372,93.71127556767323,7.5480438517756046,112.4251624885317,83.18058146073271,-64.69412894950673,0.22450567234674965,-64.2190855,-65.10644925
Marot_et_al_2020,Grand Bay,16CCT07_GB306M,2016,10,22,NA,30.3760124,-88.4120623,NA,other high resolution,NA,0.1806,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,47,3.0127122739778915,0.397514896940594,3.686076203125,NA,213.4623312749713,47.09705831805274,317.42356117659523,180.69796668535528,92.60505607037207,20.29377654139061,137.4163620632604,78.48151336526682,-63.648552708820404,0.20713672318857224,-63.216611500000006,-64.02736
Marot_et_al_2020,Grand Bay,16CCT07_GB307M,2016,10,22,NA,30.3760264,-88.4121661,NA,other high resolution,NA,0.15750000000000003,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,Grand Bay,16CCT07_GB308M,2016,10,22,NA,30.3760824,-88.4124172,NA,other high resolution,NA,0.1627,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McTigue_et_al_2020,Traps_Bay,TB_1L,2016,1,8,full core collected to  sand contact,34.57328,-77.33851,NA,other high resolution,mapped in GIS and checked with tape measure to surveyed benchmark,0.058,"NAVD88",NA,other high resolution,Levelling to Class B benchmark ( Surface Elevation Table benchmark determined by Online Positioning System); accuracy to benchmark elevation < 1 cm,estuarine C-CAP,measurement,NA,emergent,measurement,Species % cover and stem density data collected from permanent veg plots at study site,mid,measurement,water level data collected from study site and related to nearby tide gauge,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,North Carolina,marsh,C1,B1,A1,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McTigue_et_al_2020,Traps_Bay,TB_2L,2016,1,8,full core collected to  sand contact,34.57321,-77.33844,NA,other high resolution,mapped in GIS and checked with measures to surveyed benchmark,0.072,"NAVD88",NA,other high resolution,Levelling to Class B benchmark ( Surface Elevation Table benchmark determined by Online Positioning System); accuracy to benchmark elevation < 1 cm,estuarine C-CAP,measurement,NA,emergent,measurement,Species % cover and stem density data collected from permanent veg plots at study site,mid,measurement,water level data collected from study site and related to nearby tide gauge,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,North Carolina,marsh,C1,B1,A1,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,2018,NA,NA,NA,38.87363778,-76.54973048,NA,RTK,NA,0.198,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B1,A1,60,2.7867463952088247,0.23904697625181365,3.38270882,NA,607.6550986967746,129.30759546205368,937.0288056254119,414.5418297786115,290.2484316999046,61.58167387321657,446.00455008406686,198.5146288368441,-64.69547357910668,2.5971269757264914,-57.00512000000004,-67.6054117
Messerschmidt_and_Kirwan_2020,GCREW,C4,2018,NA,NA,NA,38.87492769,-76.54990587,NA,RTK,NA,0.332,"NAVD88",NA,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B1,A1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noe_et_al_2016,Bulter_Island,W2,2011,11,NA,NA,33.42268,-79.20802,NA,NA,NA,NA,NA,NA,NA,NA,fresh,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,South Carolina,swamp,C2,B1,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noe_et_al_2016,Richmond_Island,W1,2011,11,NA,NA,33.55564,-79.08943,NA,NA,NA,NA,NA,NA,NA,NA,fresh,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,South Carolina,swamp,C2,B1,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noe_et_al_2016,Turkey_Creek,W3,2011,11,NA,NA,33.34001,-79.34166,NA,NA,NA,NA,NA,NA,NA,NA,fresh,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,South Carolina,swamp,C2,B1,NA,20,3.4554831240205637,0.8388057280231459,5.208252727272726,NA,NA,NA,NA,NA,107.25340235686257,30.568242067306443,186.12689453522233,66.91790944990376,-54.55790617897092,0.6811490228816285,-53.368635000000005,-56.093712
Noe_et_al_2016,Turkey_Creek,W4,2011,11,NA,NA,33.35003,-79.3447,NA,NA,NA,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,15,4.538160154814893,0.9681209776073122,6.437098628124998,NA,NA,NA,NA,NA,251.80032280256043,161.33349708899513,694.0854607967219,77.3385671399782,-57.06382039635355,2.6585951288726233,-49.85457,-60.16008565
Nolte_2020,DSK,DSK_grazed_landward,2010,12,6,NA,53.975318,8.891627,8,other low resolution,JH estimated using Google Earth Imagrey and Figure 1.,1.91,NHN,NA,DEM,NA,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A3,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,2010,12,6,NA,53.972811,8.882471,8,other low resolution,JH estimated using Google Earth Imagrey and Figure 1.,2.25,NHN,NA,DEM,NA,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A3,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,2010,12,6,NA,53.974564,8.8923,8,other low resolution,JH estimated using Google Earth Imagrey and Figure 1.,2.11,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A1,76,1.329695982817937,0.7857261243604317,3.5061739852941187,NA,139.3961259318399,38.21503109469998,203.9085336295309,53.69212837764287,59.86033021060338,16.384775788428037,87.48129089239077,23.08838438665417,-57.94391961107375,1.0822987964790236,-54.5974455,-58.665865
Nolte_2020,DSK,DSK_ungrazed_seaward,2010,12,6,NA,53.971047,8.880281,8,other low resolution,JH estimated using Google Earth Imagrey and Figure 1.,2.44,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A1,84,3.0116219218751867,0.3684769136396408,3.8315203870967744,NA,132.5607077104926,31.838148490395856,210.69269255529764,89.32648183338888,57.144791377822735,13.714949469099333,90.7678401858781,38.5239515978881,-56.090861197097944,0.8806968633138808,-54.116924,-57.582314
Nolte_2020,HH,HH_grazed_landward,2010,4,11,NA,54.60247106,8.826773641,8,handheld,NA,2.09,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A1,50,2.5941027409766044,0.3340022917162216,3.2939225041666664,NA,174.12369119278472,37.690292293872936,261.6859485599571,132.44545137462666,75.0697926831656,16.221822753649306,112.78810435639531,57.15389637656435,-55.14928826417818,0.9578960439170142,-53.1505755,-56.95257049999999
Nolte_2020,HH,HH_grazed_seaward,2010,4,11,NA,54.60449945,8.82546519,8,handheld,NA,1.92,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A1,50,1.547100255112767,0.5324752466156083,2.3937588124999993,NA,291.74631892516277,93.52173088599096,496.89124076650336,212.44275683882265,125.50561243451227,40.21434365803988,213.75604920801146,91.3870839340935,-57.79767239590262,0.5240199824653536,-56.74365,-58.760332
Nolte_2020,HH,HH_ungrazed_landward,2010,4,11,NA,54.60409428,8.831177008,8,handheld,NA,2.13,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,HH,HH_ungrazed_seaward,2010,4,11,NA,54.60578955,8.829313003,8,handheld,NA,1.92,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,NFB,NFB_grazed_landward,2010,4,6,NA,53.34764266,5.773904187,8,handheld,NA,1.74,"NAP",NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netherlands,Friesland,marsh,C2,B1,A1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,NFB,NFB_grazed_seaward,2010,4,6,NA,53.35008057,5.770186968,8,handheld,NA,1.49,"NAP",NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,low,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netherlands,Friesland,marsh,C2,B1,A1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,NFB,NFB_ungrazed_landward,2010,4,6,NA,53.33060597,5.710214978,8,handheld,NA,1.55,"NAP",NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netherlands,Friesland,marsh,C2,B1,A1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,NFB,NFB_ungrazed_seaward,2010,4,6,NA,53.33251443,5.708878359,8,handheld,NA,1.29,"NAP",NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,low,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netherlands,Friesland,marsh,C2,B1,A1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,SNK,SNK_grazed_landward,2010,4,12,NA,54.6359499,8.838061003,8,handheld,NA,2.07,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A1,80,0.9772926881757247,0.11528571158310047,1.2569366129464286,NA,711.3354806420979,235.67376182718158,1291.8446107620262,406.9090049943136,307.8961692217668,102.26604951612727,559.8791908907984,175.9479342738478,-58.31476988090035,0.1651640742040771,-57.959047749999996,-58.60848475
Nolte_2020,SNK,SNK_grazed_seaward,2010,4,12,NA,54.63390664,8.835064841,8,handheld,NA,2.04,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A1,85.5,0.9865760077654581,0.3535370403635238,2.1906908947851154,NA,520.7321699857098,114.38254464365292,751.9056152476456,241.87344874274345,225.0292905857498,49.41327289486076,324.8667746244887,104.52133581299572,-58.528172621646206,0.354736467054103,-57.31096625,-58.8500075
Nolte_2020,SNK,SNK_ungrazed_landward,2010,4,12,NA,54.63700711,8.835950588,8,handheld,NA,2,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A1,81.5,3.1133501949357862,0.328245110755586,3.8193688225806444,NA,189.4374721600049,21.323599749748954,237.19371598563896,155.81548487625508,82.25402904650174,9.216278773885193,102.92020038156971,67.73830461783776,-57.05229011643234,0.46830386676523844,-56.071368750000005,-57.90456175
Nolte_2020,SNK,SNK_ungrazed_seaward,2010,4,12,NA,54.63501759,8.832876803,8,handheld,NA,2.04,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Schleswig-Holstein,marsh,C2,B1,A1,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Bass,MA_BCNA,2015,6,10,NA,41.71575,-70.24023,3,handheld,Garmin GPSMAP 76Cx unit,1.429,"NAVD88",0.05,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Bass,MA_BCNB,2015,6,10,NA,41.71634,-70.24052,3,handheld,Garmin GPSMAP 76Cx unit,1.455,"NAVD88",0.05,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,73,3.349472451530723,0.11858437364771914,3.5903307575757575,NA,NA,NA,NA,NA,144.24368456964802,8.962235850945959,164.52749971936197,129.75561304836532,-62.51088474243574,0.15074239668148806,-62.232055,-62.822145
Okeefe-Suttles_et_al_2021_Cape,Bass,MA_BCRA,2015,6,10,sampling site restored in 2008,41.71596,-70.23595,3,handheld,Garmin GPSMAP 76Cx unit,1.51,"NAVD88",0.05,RTK,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,73,4.231210303580782,0.5889327104698943,5.443069923863636,NA,NA,NA,NA,NA,126.72801448199908,12.34877604036661,156.4026385331519,107.50489770908399,-64.15127188360105,0.18980963322051972,-63.710916749999996,-64.483204725
